node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.886712,113.274338,0,0.0
1,7,99999.924481,75.513255,0,0.0
1,8,99999.924481,75.513255,0,0.0
1,10,99999.886712,113.274338,0,0.0
1,12,99999.84895,151.03245,0,0.0
1,15,99999.84895,151.026512,0,0.0
1,18,99999.886712,113.278792,0,0.0
1,30,99999.924475,75.516225,0,0.0
2,3,99999.886739,113.260972,0,0.0
2,4,99999.924493,75.507315,0,0.0
2,5,99999.924493,75.507315,0,0.0
2,17,99999.848985,151.01463,0,0.0
2,21,99999.848985,151.01463,0,0.0
2,22,99999.886739,113.260972,0,0.0
2,28,99999.886739,113.256518,0,0.0
2,31,99999.842693,157.30072,0,0.0
3,4,99999.924493,75.507315,0,0.0
3,5,99999.924493,75.507315,0,0.0
3,6,99999.848985,151.01463,0,0.0
3,7,99999.924493,75.507315,0,0.0
3,12,99999.848985,151.01463,0,0.0
3,13,99999.848985,151.01463,0,0.0
3,15,99999.804939,195.052893,0,0.0
3,20,99999.848973,151.020569,0,0.0
3,27,99999.886739,113.260972,0,0.0
3,31,99999.886739,113.256518,0,0.0
3,32,99999.886739,94.387113,0,0.609756
4,11,99999.924493,75.507315,0,0.0
4,14,99999.886739,113.260972,0,0.0
4,16,99999.886739,113.260972,0,0.0
4,17,99999.886739,113.260972,0,0.0
5,6,99999.886739,113.260972,0,0.0
5,9,99999.924493,75.507315,0,0.0
5,10,99999.924493,75.507315,0,0.0
5,11,99999.924493,75.507315,0,0.0
5,15,99999.886739,113.256518,0,0.0
5,16,99999.886739,113.260972,0,0.0
6,8,99999.842693,157.306906,0,0.0
6,19,99999.848985,151.01463,0,0.0
6,23,99999.886739,113.260972,0,0.0
6,27,99999.886739,113.256518,0,0.0
7,9,99999.886739,113.260972,0,0.0
8,18,99999.88673,113.265427,0,0.0
10,15,99999.886739,113.256518,0,0.0
10,29,99999.924493,75.507315,0,0.0
11,13,99999.924493,75.507315,0,0.0
11,29,99999.880447,119.553248,0,0.0
13,14,99999.848985,151.01463,0,0.0
13,22,99999.886739,113.260972,0,0.0
14,20,99999.760894,239.106497,0,0.0
14,21,99999.886739,113.260972,0,0.0
14,24,99999.886739,113.260972,0,0.0
15,18,99999.848973,151.01463,0,0.0
15,19,99999.848985,151.008691,0,0.0
15,26,99999.886748,113.252064,0,0.0
15,28,99999.886748,113.252064,0,0.0
16,23,99999.886739,113.260972,0,0.0
16,25,99999.886739,113.260972,0,0.0
18,30,99999.88673,113.265427,0,0.0
19,24,99999.886739,113.260972,0,0.0
19,25,99999.886739,113.260972,0,0.0
20,26,99999.886739,113.256518,0,0.0
22,32,99999.924493,75.507315,0,0.0
26,30,99999.924493,75.504346,0,0.0
